Metabolite,Vip_plsda,Vip_oplsda,P_value,fdr,FC,NOP_1_V,NOP_2_V,NOP_3_V,NOP_4_V,NOP_5_V,NOP_6_V,NOP_7_V,NOP_8_V,NOP_9_V,NOP_10_V,NOP_11_V,NOP_12_V,NOP_13_V,NOP_14_V,NOP_15_V,NOP_16_V,NOP_17_V,NOP_18_V,NOP_19_V,NOP_22_V,NOP_23_V,NOP_24_V,NOP_26_V,NOP_27_V,NOP_30_V,NOP_31_V,P_1_V,P_2_V,P_4_V,P_6_V,P_8_V,P_9_V,P_15_V,P_16_V,P_17_V,P_18_V,P_19_V,P_20_V,P_21_V,P_22_V,P_23_V,P_25_V,P_26_V,P_27_V,P_28_V,P_29_V,P_30_V,P_32_V,P_33_V,P_35_V,P_36_V,P_37_V,P_38_V,P_42_V,P_43_V,P_44_V,P_45_V,P_46_V
L-N-(1H-Indol-3-ylacetyl)glutamic acid,1.139447398,1.236184612,0.04029,0.1759,1.091226321,1.744018997,1.930927677,2.397810719,2.246551467,1.120216707,1.949770092,2.01377751,1.958393158,2.16352288,2.187030184,1.836327558,1.62915317,2.577849102,2.044953229,2.119882665,2.129303647,1.869608171,2.152521085,1.713083273,2.587660958,2.160518012,0.84014491,2.03114282,2.411655444,2.287978077,2.045391803,2.037008261,1.976489454,2.465878685,2.206334618,2.442520122,2.627054658,2.358622014,2.252222558,2.373848774,2.058172162,2.352432155,2.113615553,2.074608279,2.145022726,2.374779499,2.048216833,1.998909289,2.130667113,2.374869812,2.048326355,2.358902863,2.756212322,2.271528286,2.133335963,2.287491885,1.132520004,2.152779048,1.899126917,2.191316333,1.911887367,2.147007533,2.340588171
"(+)-2,3-Dihydro-3-methyl-1H-pyrrole",0.508286701,0.800212873,0.03231,0.158,1.033749083,1.394589609,1.505866175,1.344054086,1.383425968,1.299166016,1.385845062,1.287590741,1.428236533,1.422924901,1.387843879,1.277454536,1.30321218,1.315756017,1.359368255,1.405325982,1.275620511,1.321072702,1.212961971,1.413326547,1.372762273,1.357657074,1.393156813,1.34245922,1.386899238,1.450892648,1.403773112,1.518737047,1.514014438,1.473633817,1.418974289,1.31709949,1.238113501,1.280437518,1.309391537,1.381106987,1.377501249,1.432577669,1.601025692,1.45456556,1.353490007,1.477665599,1.423992177,1.326575053,1.300790746,1.34786521,1.469966243,1.467394796,1.28648862,1.398333618,1.424058917,1.347197336,1.541722725,1.471160352,1.528333054,1.368363405,1.496452224,1.464223906,1.276498857
Benzophenone,0.757621111,1.213023179,0.001144,0.02581,1.047732697,1.641153687,1.751614677,1.742527078,1.683106344,1.598079553,1.654417881,1.615478558,1.851888817,1.662740327,1.787494254,1.492865101,1.5785349,1.667296849,1.616389654,1.805241737,1.627634892,1.6687373,1.579655185,1.681150249,1.710979855,1.677080263,1.563946865,1.691560044,1.751724654,1.740254651,1.726169736,1.866927352,1.823292222,1.765570576,1.739818749,1.602192528,1.571090615,1.611009817,1.644700915,1.597890705,1.63787993,1.714299118,1.894148554,1.757316947,1.705552027,1.730113096,1.76297928,1.647562967,1.791841062,1.723731523,1.811365955,1.811125042,1.734215983,1.685627039,1.867839337,1.773324111,1.834810433,1.804618846,1.889718411,1.835126155,1.889518527,1.883827188,1.794897803
Physalin L,2.01899734,1.971263188,0.008523,0.08019,1.254313099,1.792518529,0.582709104,2.369044263,1.796418024,1.594572277,0.907862949,1.762536155,0.433354698,1.762819525,2.074859709,1.008537089,0.788088186,2.382083327,2.251530441,0.360048838,0.67340041,0.742694187,2.354614764,1.827506841,1.863535587,1.942868343,1.26033924,1.321405298,2.363057944,2.263427133,2.222310552,2.107388186,2.086737734,1.749423779,1.896994526,2.244757546,2.706645397,2.019365895,1.808869779,2.452183665,1.526541636,2.394283265,2.320963909,1.033039725,1.71018277,2.074061089,1.381388458,0.821365192,1.889521604,2.215553777,2.164732095,2.093130336,2.852806389,2.182854758,2.07109107,2.169679184,1.489083153,1.383549652,2.100180733,2.120854377,1.867985661,1.882084909,2.00543499
"2,3-Dinor-6-keto-prostaglandin F1 a",1.099280953,1.339875309,0.03585,0.1666,1.080931264,1.754581312,2.127633429,1.84136375,1.850989757,1.187415007,2.237562062,2.201419649,2.036367734,1.818660219,2.183037365,1.967942157,1.640338989,1.231245781,1.928619372,1.36365611,1.634787231,1.737110535,1.619899925,1.930802131,2.028239676,2.011473254,1.907439008,1.383669495,1.815469314,1.639383467,1.82699967,2.127050299,2.172986628,1.945545876,1.903505849,1.845031168,2.15447237,1.675958774,2.02341692,1.724357481,2.462123797,1.539477094,1.855098572,1.635449885,2.093448343,2.331095464,1.658528966,2.185786019,2.00330474,1.713735803,1.939396904,1.993562908,2.05198993,1.983952004,1.807945535,1.418976862,1.949670971,2.067048542,1.988780777,2.189334803,1.833200572,1.875779966,2.237171276
11beta-Hydroxytestosterone,1.399046993,1.996160722,0.001325,0.02813,1.151515152,0.78069135,1.409388175,1.291292498,1.579529939,1.681735776,1.105838665,1.623752728,1.385005627,1.458133607,1.383628076,1.166909334,1.286523757,1.250224644,1.479812711,1.308975242,1.681264366,1.704269897,1.652649101,1.767617541,1.647093209,1.980516157,0.747173647,1.241715622,1.380881975,1.348048111,1.549652304,1.402253786,2.042223123,1.360983081,1.637656189,1.487400472,1.387949215,1.795234222,1.740320584,1.484370067,1.716323397,1.783834074,1.713271247,1.580774492,1.704126867,1.746701534,1.094618188,1.701396858,1.369490715,1.727117935,1.728255931,1.536417705,1.884165698,1.601176402,1.615961662,1.826757252,1.320739902,1.801868753,1.777303379,1.710004665,1.379935814,1.780995413,1.86300568
Sambutoxin,1.234098259,2.146437622,0.01171,0.09389,1.140649973,1.565093789,1.60799865,1.611909,1.593465392,2.341404167,1.555835259,1.58741902,2.086772176,1.552038674,1.633917043,1.603933492,2.003570978,1.647138135,1.696488898,1.604272984,2.439214766,2.637104685,2.266312871,1.862692113,2.661665572,1.959838574,1.897820746,1.764716278,1.588006075,1.839869405,2.204838097,2.182821648,2.025124324,2.298568614,2.142093334,1.537700346,1.581120878,2.340222038,1.799580287,1.654351102,2.339068514,2.397713709,2.840040816,2.610344486,2.59442433,2.084604449,2.174236983,1.563345678,1.575774111,2.309479726,2.32777518,1.595845386,1.630152619,2.040991992,2.504330354,1.573418912,1.917366112,3.019261756,2.00792665,2.286550413,2.611059454,2.455657607,2.504372342
Retinol,0.782175413,1.175968935,0.008203,0.07878,1.023646546,3.0340086,3.251662597,3.165069833,3.251068043,3.101802404,3.217123272,3.139135147,3.111699485,3.334189725,3.181960061,3.155092428,3.319592769,3.189293287,3.168124502,3.11270729,3.33943613,3.268548769,3.313321694,3.210096237,3.173610659,3.269997056,3.221519815,3.267438923,3.381674662,3.303265077,3.093697884,3.617230241,3.348790704,3.249284719,3.325395173,3.340845456,3.351081514,3.513129355,3.259717638,3.139948341,3.320609719,3.169426543,3.278687874,3.34235043,3.132499285,3.465925944,3.144505771,3.296433334,3.190128987,3.287598127,3.174242768,3.379493642,3.326434836,3.152603743,3.262262675,3.290440616,3.165214293,3.173134482,3.418515377,3.303729549,3.398395513,3.150181963,3.320390733
PS(18:0/20:1(11Z)),1.44697211,1.819136798,0.002235,0.03945,1.063598032,2.717002758,2.89646591,2.90567305,3.018012658,2.386810451,3.013908564,2.79673075,3.076477217,2.572031097,2.819753485,2.552574379,2.938349191,2.915356898,2.936611303,3.198462151,2.990578843,3.100276375,2.520595264,2.784908062,2.984993549,2.977660721,2.661277576,2.293096314,2.92529512,3.152325144,2.859492594,3.234076004,3.421642583,3.340116425,3.263404491,2.682318172,2.976128647,2.874708116,2.829127244,2.850111582,2.861003246,3.013318501,3.015846831,3.042048095,3.207094634,2.954741692,2.924265603,3.27270026,3.09055388,3.112175423,2.752163386,3.022279515,2.897846635,3.005623402,2.775393875,2.866223833,2.958123876,3.318567012,2.663325123,3.070265622,3.325455113,3.113462921,3.116231682
LPC(16:0),1.727757604,1.585104178,0.03095,0.1538,1.130925508,1.47522977,1.402646333,1.257302145,0.795144135,0.913643208,1.378248295,1.744315031,1.282295446,1.068630902,1.429932986,1.286228941,1.543045291,1.148394466,1.73692064,0.558826557,1.3249278,1.403678907,1.373043863,1.090357023,1.313109971,1.918031931,1.217381199,1.574333554,1.267255102,1.309047082,1.740648687,1.610329124,1.776100878,1.629422592,1.685628897,1.15297567,1.232036425,1.165188041,1.38501155,1.494659038,1.249636448,1.343268986,2.230977875,1.583959752,1.708369309,1.4714644,1.431071638,1.469843746,1.453795991,1.416629375,1.825288986,1.602768069,1.920218529,1.449048669,1.596362885,1.675810192,1.735013691,1.63151614,1.594716274,0.565377088,1.372122633,1.007581063,1.621075157
Antibiotic X 14889A,1.207913267,1.472143503,0.03517,0.1647,0.932588194,2.861341847,2.936729966,2.99604142,2.919174074,3.047079395,2.930337701,3.018284491,2.841531445,3.115516567,3.118391331,2.919746381,3.124159207,3.023421436,3.007986692,2.813267129,3.062127491,3.03626591,2.326693731,1.881041708,2.897454522,2.969327268,3.062819113,2.928561522,2.410582397,2.505587323,2.673797111,2.59074171,2.811098983,3.0333268,2.852210573,2.683211298,3.100186201,3.100493012,3.032943157,2.982605459,1.621521722,2.228562351,1.744917508,2.897223022,2.829932264,2.330730267,2.813963921,2.012609419,2.462891234,2.885512019,2.674301253,2.731365564,2.924027769,2.868624057,2.294310679,2.678547197,2.780588403,2.649412239,2.716655283,2.447744523,3.05519379,3.036404958,2.581728447
Triphenylphosphine oxide,1.277806971,1.83114024,0.0005872,0.01688,1.074875208,2.291719172,2.670850966,2.478602967,2.668389474,2.31905306,2.512586411,1.945965149,2.557065459,2.374224173,2.58939774,2.447769048,2.173559082,2.383742732,1.889280057,2.375139602,2.368602037,2.347369689,2.406876329,2.522371051,2.500456711,2.470110045,2.13041061,2.392604964,2.597655001,2.597150609,2.499682962,2.724988175,2.418056918,2.441782645,2.507799248,2.213150184,2.252730651,2.322535319,2.433902184,2.354618399,2.647339067,2.596041014,3.15618041,2.570008408,2.445601816,2.675496861,2.650640102,2.438327291,2.588380417,2.544109592,2.66448604,2.617779532,2.618421203,2.644433434,2.70902446,2.561772269,2.771816075,2.660988361,2.700038784,2.760957732,2.71028037,2.603988461,2.675459191
3-​Methyl-�?-​pentyl-2-​furantridecanoic acid,1.250827346,1.654481876,0.005038,0.05955,1.071762208,2.301039857,2.711352249,2.451717316,2.675028888,2.234398661,2.525388614,1.938483902,2.482625056,2.218890804,2.541797079,2.333723073,2.073752141,2.317450037,1.929481358,2.343239932,2.324612547,2.35442844,2.321688111,2.430776303,2.465580412,2.431014076,2.036521664,2.251455391,2.514664021,2.56370532,2.451830686,2.725695752,2.414760402,2.316601803,2.367410905,1.987272429,2.063019879,2.217693967,2.331681401,2.284020693,2.520092779,2.523709071,3.227017534,2.521674818,2.328254038,2.637360019,2.547093192,2.297702107,2.521188583,2.484358465,2.629335775,2.632420644,2.577486509,2.572200729,2.683774621,2.497224427,2.823786691,2.672474557,2.656329214,2.697549213,2.711421845,2.608039766,2.689952218
Prenyl isobutyrate,0.476072745,0.637700117,0.02049,0.1249,1.012038523,2.472381056,2.588515693,2.533411655,2.535380101,2.4352893,2.496406593,2.425420075,2.559408684,2.523609149,2.522054917,2.440815753,2.43850896,2.502328348,2.456875247,2.505786358,2.464550984,2.485067508,2.461497067,2.492521588,2.506795359,2.495452521,2.405998304,2.493786552,2.50063484,2.540667276,2.518989569,2.618579938,2.55824609,2.500844513,2.469770495,2.433109737,2.458226645,2.469563081,2.466374495,2.463555017,2.501001624,2.505905408,2.612632815,2.511892581,2.463927294,2.498147647,2.517397369,2.449921418,2.513790709,2.510543666,2.532685358,2.54274687,2.530181252,2.516424179,2.550499807,2.502836843,2.585578613,2.557230844,2.594978938,2.570628217,2.609112672,2.552477644,2.535413217
"2,5-Dibutyl-4-methyloxazole",0.875788848,1.055658174,0.01764,0.1167,1.065891473,1.156677009,1.432760311,1.364792031,1.374600103,1.292938185,1.37608386,0.951732916,1.552021636,1.305989894,1.331845874,1.168411743,1.350311422,1.251569321,0.858367081,1.275681288,1.199021566,1.283152602,1.362265227,1.330890593,1.233751867,1.426538887,1.069169112,1.396497849,1.346382022,1.510900932,1.328116734,1.620631286,1.220051758,1.268235967,1.261224586,1.267614072,1.311009858,1.153624383,1.418039707,1.286455247,1.491167991,1.302129853,1.603092441,1.50218222,1.285368962,1.436646594,1.411587636,1.396914925,1.281065341,1.293945104,1.343719419,1.348332326,1.357565319,1.362637697,1.419062315,1.344743347,1.441571069,1.337400685,1.351853825,1.474048486,1.390309702,1.413053013,1.590473469
"PC(18:0/18:2(9Z,12Z))",0.963316054,1.469223034,1.74E-05,0.00162,1.020762712,4.620882923,4.814687906,4.766199729,4.813210921,4.708394501,4.773866847,4.63982172,4.861469718,4.738711916,4.64627888,4.570631401,4.600641835,4.71031193,4.623250688,4.752383647,4.605004474,4.668965636,4.683404348,4.77389304,4.798019199,4.754016235,4.544703763,4.76046213,4.743437373,4.864546005,4.876800845,4.856604358,4.878646677,4.79801588,4.807603262,4.757594967,4.673308682,4.651358887,4.759496049,4.805289992,4.835854274,4.810228341,5.000200683,4.827745548,4.843469788,4.861696429,4.837709789,4.769628386,4.826215884,4.817727337,4.87483869,4.809998381,4.765282587,4.867209191,4.872908455,4.787980857,4.867124981,4.88464833,4.802542935,4.825140608,4.789466684,4.734093333,4.86053334
Doristerol,1.176520641,1.822846475,1.34E-05,0.001398,1.043465046,3.079571229,3.306320719,3.279661628,3.106950154,3.084742561,3.248398103,3.044421833,3.447655441,3.218009428,3.316360532,3.072873483,3.203589523,3.399218629,3.259361486,3.413462313,3.32794243,3.295291872,3.384269197,3.362680835,3.365904223,3.315447817,3.254320655,3.372725492,3.489346959,3.487250666,3.407323339,3.55605923,3.406267748,3.376653291,3.397477454,3.291666751,3.465207798,3.321650611,3.273542916,3.348197872,3.354106209,3.451870182,3.712595311,3.427592624,3.590190023,3.441841896,3.371815261,3.574318896,3.442508767,3.410868026,3.4586185,3.476482245,3.24093765,3.433553091,3.447816375,3.410957765,3.355265792,3.387658839,3.416011282,3.554196888,3.558824201,3.503706231,3.409399591
1-Palmitoyl-2-linoleoyl PE,1.086655915,1.401927691,0.02535,0.1383,1.039607312,2.477415847,2.955627343,2.802896905,2.858796,2.978935148,3.115223922,2.683476138,3.175743449,3.245183772,3.088972779,2.815531553,3.037551335,2.953598031,2.906474121,3.149425526,3.090964783,3.111831768,2.974433976,2.467387798,3.065106258,3.198030022,2.873637118,3.091274948,2.609248928,2.933343078,3.152938765,3.36210567,3.265767565,3.066193996,3.105440153,2.961510073,2.865099242,3.10336497,3.170260514,3.198525435,2.893240378,2.958606695,3.166370342,3.320600482,3.099578443,2.932815038,3.26831389,2.614872961,2.85156241,3.173808143,3.179839299,2.933517266,3.170009197,3.036483815,3.097314145,3.214815673,3.226063802,3.01194123,2.978791266,2.92323943,3.306060143,3.127796595,2.696937468
"PS(22:4(7Z,10Z,13Z,16Z)/24:0)",1.642364998,2.331341609,0.004752,0.0587,0.86009256,3.033609955,2.880449566,2.759263236,2.964761035,2.996240371,2.897725633,2.944545216,2.640464181,3.179125789,3.006001725,2.917707628,3.253958304,3.009875937,3.087325587,2.801408493,2.99413066,3.064475521,1.99378962,1.682371996,2.917450991,2.956878261,3.044581851,2.83464025,2.291724855,2.39956702,2.481904246,2.813928744,2.823349969,2.994017133,2.798123275,1.976139699,2.909334948,3.041730071,2.908361486,3.056128002,1.151168103,1.938507685,1.122361725,2.823200495,2.075705412,1.785171077,2.810520932,1.858056599,2.193927633,2.748278822,2.400554823,2.543490895,3.004182967,2.534862752,1.829705866,2.172796308,2.849638649,2.743967954,2.559366153,1.711241636,3.014307229,2.98362112,1.126090809
Vulgarone A,1.210437717,1.66325166,0.003034,0.04609,1.072023314,2.347611022,2.436580529,2.883710671,2.356772736,2.16671292,2.481252425,2.266335203,2.691046686,2.603954958,2.417820196,2.352166767,2.088188787,2.641095959,2.364405553,2.466856294,2.236600325,2.208723085,2.218614718,2.206394425,2.362523807,2.55134109,2.319245022,2.404431719,2.096165107,2.753677894,2.540041142,3.023994442,2.768043715,2.686072465,2.454464955,2.225108895,2.487037632,2.453301543,2.517917314,2.284732309,2.524469369,2.293553676,3.01789305,2.394438013,2.5763554,2.508326624,2.677816369,2.363194141,2.400432359,2.333421577,2.641409484,2.37902754,2.458931809,2.598578462,2.562694036,2.724886365,2.704891028,2.50193586,3.122810864,2.74156199,2.839861333,2.477510798,2.643989577
CL(8:0/22:0/22:0/24:0),0.902903781,1.045260708,0.03541,0.1653,0.979819068,4.430169663,4.234896246,4.465709673,4.257984373,4.439673927,4.351512767,4.385050893,4.234735121,4.42819724,4.402419945,4.294138191,4.38791077,4.392066686,4.396956789,4.337492471,4.327242196,4.374131177,4.233823181,4.193896899,4.271782222,4.311341806,4.378168051,4.229434503,4.140692462,4.108273541,4.089494109,4.260791101,4.149960601,4.356464447,4.292901022,4.382474427,4.451146863,4.402925123,4.385641567,4.372421647,4.062607061,4.199953745,3.360306737,4.246059238,4.360978768,4.118373861,4.227727319,4.241877822,4.301477558,4.203975522,4.234655876,4.248377454,4.252589505,4.308921146,4.208792195,4.273905449,4.119468942,4.143891712,4.176736491,4.174046067,4.261654122,4.299581245,4.073927579
"9-deoxy-9-methylene-16,16-dimethyl -PGE2",0.867975345,1.244024769,0.003216,0.04731,1.030100334,3.031432147,3.113890531,3.07845809,3.090315797,2.947872613,2.776407755,2.952066925,3.189266854,2.909107974,3.012518629,3.036711866,2.912977255,2.887566449,2.788583281,2.973195553,3.103820748,2.806942541,2.987951567,2.870647729,3.017965672,2.920891323,2.999953601,3.014972633,3.181830421,3.039135284,3.098121592,3.012623409,3.167208194,3.205090172,3.191210558,3.015692824,2.924222127,3.034024995,3.03299382,3.009486463,3.085736773,3.174929977,2.962886216,3.042015542,3.072392461,3.339488727,3.069563058,3.007261304,2.802293559,3.275024694,3.142151755,3.120445541,3.082923684,3.002716108,3.065657267,3.148639577,3.199236081,3.109432623,2.928946234,3.095594433,3.026807444,3.230596022,2.986486908
Epoxymurin B,0.820999358,1.299928703,0.02285,0.132,0.950315789,2.608705515,2.540921637,2.315187674,2.614145443,2.439531966,2.479299377,2.45116437,2.177334862,2.55484316,2.512456144,2.420602874,2.298672539,2.560360289,2.524923557,2.352123999,2.316486791,2.409248701,2.402510272,2.132288759,2.070983864,2.142279376,2.372710908,2.309817488,2.57981618,2.061817205,2.11170686,2.226288562,2.469717832,2.417501886,2.330895208,2.208893744,2.333839952,2.430012699,2.342852037,2.536171294,2.209679226,1.888116937,1.778932822,2.416676677,2.375445515,2.066937942,2.250228984,2.389839915,2.523500464,2.442998983,2.268406399,2.134334215,2.045811286,2.478333767,2.084590218,2.439023701,1.854498322,2.240763864,1.955630703,2.006669858,2.258274357,2.293408333,2.515800604
Alpha-Terpineol propanoate,0.620558533,0.923562359,0.006858,0.07029,1.036610169,1.393866234,1.49175709,1.603625684,1.425347726,1.472611553,1.509148864,1.388466845,1.602534828,1.453762811,1.538800859,1.315358328,1.434238621,1.487770865,1.522442577,1.452490726,1.440536352,1.500117568,1.459658915,1.448541843,1.428421952,1.470655431,1.553918703,1.495014557,1.392830714,1.499315883,1.572253594,1.608546097,1.5364764,1.584468333,1.441584493,1.433338288,1.541183454,1.466490595,1.425128765,1.40177867,1.520727152,1.664061979,1.687505852,1.51537451,1.54301624,1.496168384,1.533123655,1.469034647,1.607932348,1.502425244,1.523363538,1.493844698,1.574591312,1.500353978,1.567637454,1.387412064,1.641222668,1.596516902,1.558070659,1.459588074,1.645236356,1.530213366,1.463225227
Butyl salicylate,0.648121511,0.934675837,0.00317,0.04693,1.014652015,3.58107414,3.613392672,3.63150704,3.57269314,3.456697642,3.515812855,3.531966031,3.592525666,3.528387852,3.540073464,3.491168672,3.478199968,3.501674684,3.514699453,3.60234631,3.549931505,3.523689855,3.496317205,3.50615842,3.559758976,3.66468818,3.523401104,3.520209051,3.599841346,3.544017986,3.627531073,3.763351092,3.677663137,3.469519212,3.495782153,3.559941084,3.608428087,3.608694398,3.524709034,3.504368477,3.493235076,3.551709685,3.709112781,3.597885817,3.567668145,3.647186848,3.710726877,3.614455966,3.659256369,3.552688471,3.588207197,3.702822686,3.610281439,3.560397551,3.608602952,3.535171898,3.680170924,3.52319399,3.65846223,3.624649922,3.65536237,3.578717397,3.585897224
Mangalkanyl glucoside,0.94612054,1.087284628,0.01202,0.09547,1.048179872,1.880596419,1.956680444,1.972925865,1.658585398,1.82815717,2.026149373,1.908662374,1.922032894,2.123183168,1.673865302,1.651308276,1.654844975,2.023860515,1.806130562,1.736897932,1.846602327,1.9139621,1.735707284,1.879191098,1.84795915,1.961654291,1.68619077,1.907645229,1.922203552,2.040461085,2.003410182,2.208843412,2.007596133,2.097125062,1.960796305,1.955277847,1.954294109,1.811287703,1.931248656,1.912916159,1.756089637,1.949136452,2.197459129,2.103555575,2.074714049,1.978547647,1.97483801,2.060854348,1.972882225,1.872169774,2.043444442,2.123116026,1.663029633,1.927750861,2.060567371,1.915942083,1.667454981,1.964820594,1.963244127,1.864033413,1.883196715,1.837881061,1.952861477
Methyl dihydrojasmonate,0.895366144,1.257358225,0.0001487,0.006969,1.056651814,1.497609018,1.542420729,1.707425748,1.605772942,1.456958074,1.47519766,1.625207565,1.670064378,1.547144081,1.772398582,1.671583683,1.41245222,1.595361216,1.577948079,1.565895552,1.527760201,1.417682034,1.644025977,1.537586435,1.466352711,1.568803164,1.470410322,1.549398295,1.77630899,1.572228286,1.58076962,1.733133905,1.733378544,1.583154094,1.685331558,1.578010494,1.639014202,1.605352608,1.656902502,1.489358377,1.672938627,1.640162814,1.692198774,1.65672748,1.603956033,1.638433123,1.560686529,1.612669772,1.667267945,1.68217709,1.676887199,1.702455408,1.708051103,1.542775465,1.759891425,1.593621445,1.640789954,1.69528208,1.746874959,1.794898494,1.717841561,1.783950821,1.625972766
Lymecycline,1.408238779,1.302300135,0.03124,0.1549,1.100628931,2.439918567,1.223335535,2.721135702,2.236732456,2.139774717,1.652726076,2.263233071,1.587959896,2.328488364,2.553500598,1.965466806,1.733411288,2.866547974,2.630863253,1.643061688,2.024584597,2.041866594,2.818490051,2.301679512,2.547891193,2.39790858,1.793360519,1.948897525,2.763179922,2.599288942,2.656822802,2.461179009,2.36830767,2.29085415,2.412202322,2.677992318,3.056612229,2.704848285,2.478118997,2.867992067,2.083443643,2.831550774,2.765324523,2.08700714,2.339056493,2.594743412,1.958944039,1.56656663,2.253489699,2.6462882,2.521225361,2.468830828,3.148616784,2.608998738,2.504150986,2.552812164,1.926057219,2.01703746,2.449309479,2.59056493,2.28831771,2.309179738,2.566601557
"3,4,5-trihydroxy-6-[1-(4-methoxyphenyl)-3-phenylpropoxy]oxane-2-carboxylic acid",1.816201425,1.838106545,0.0009532,0.02329,1.173285199,0.559664244,0.737809201,1.261132459,1.156735384,1.273725182,1.386635808,0.826271509,0.824773738,1.230762045,1.118623264,1.487195817,0.985953865,1.32032608,1.422267197,0.656212406,1.127247382,1.272667971,1.202384814,1.031711798,0.890516556,0.910626446,1.356492697,1.024055259,1.230848135,1.218917927,1.288208703,1.405063985,1.480600238,1.071494345,1.293676518,1.384723566,1.294347934,1.275820049,1.5283146,1.672725854,1.383041434,1.222461061,1.12551944,1.239637709,1.4084654,1.39665351,1.225184588,1.05461286,1.129723453,1.272214894,1.552979613,1.233923141,1.54045147,1.302838707,1.311834229,1.266190803,1.149720773,1.150654405,1.567077319,1.404796835,0.927282816,1.281747608,1.034475668
3-Methyl-1-phenyl-1-butanone,1.007051983,1.209900638,0.000182,0.007768,1.033279221,2.499564244,2.565028576,2.509988697,2.594443716,2.358383148,2.382050686,2.359910227,2.446440165,2.403056634,2.44548089,2.405164009,2.353178528,2.436241144,2.499369444,2.465361483,2.403489388,2.502063581,2.475050231,2.47458689,2.428310434,2.680678084,2.487878908,2.383162242,2.431758643,2.513356774,2.571194356,2.704523153,2.621328072,2.428725686,2.456580732,2.549181506,2.515932748,2.536045336,2.543542387,2.448730718,2.441816453,2.546822764,2.65551504,2.545348717,2.497940912,2.580542354,2.75198374,2.542600549,2.561981819,2.528503446,2.561654146,2.588826185,2.522580262,2.455036391,2.548880221,2.495375615,2.53852823,2.468058395,2.609946991,2.619801906,2.626831528,2.502267523,2.474911333
Alpha-Farnesene,0.529399329,0.816080249,0.03345,0.1606,1.024232633,1.857120056,1.993162762,1.924758823,1.910578382,1.745320325,1.811206518,1.752284441,1.993277644,1.962612722,1.882368098,1.712828395,1.716786935,1.846484228,1.766912064,1.946981441,1.878885527,1.812939734,1.823965836,1.83506625,1.842829408,1.884462445,1.817805546,1.85841939,1.797389814,2.024207752,1.884690104,2.02415438,1.933648697,1.848786405,1.906428139,1.772343749,1.829574555,1.765454737,1.811100008,1.82742825,1.789319621,1.877443968,2.050477769,1.915457708,1.932903928,1.840111427,1.906711963,1.824629111,1.935457161,1.854867004,1.939433565,1.91211212,1.908880351,1.856205931,1.987441491,1.907641994,1.956682097,1.918485475,1.957637015,1.898320917,2.033016154,1.975913217,1.975025111
17-HYDROXYPROGESTERONE,1.007550004,1.310843282,0.04102,0.1781,1.106104651,0.34358498,1.778824167,0.953286029,1.489406613,1.456529194,1.231741131,0.973677147,1.262400231,1.344536288,1.482323787,1.454206006,1.249988829,1.778751649,1.390454258,1.520755452,1.645429553,0.964277037,1.821973184,1.563147457,1.405469707,1.654697882,1.141227698,1.400133528,1.625237488,1.393485085,1.46332504,1.631647126,1.91891624,1.108517728,1.485648295,1.400427666,1.299857327,1.832280589,1.59901672,1.42382879,1.40501211,1.703009549,1.669881344,1.46351875,1.722996051,1.713797622,0.95212602,1.391285122,1.390308583,1.509889602,1.557383961,1.842320007,1.389868207,1.532017751,1.807410871,1.376186376,1.380642035,1.408742408,1.695264987,1.678729012,1.395706939,1.513692838,1.496075604
2-Butyl-1H-benzimidazole,0.91301277,1.287813656,0.0002354,0.009327,1.067809821,1.251406696,1.380146823,1.356570877,1.382899968,1.160052413,1.252691689,1.228690022,1.320893745,1.332459027,1.317432572,1.11405158,1.192575026,1.269424078,1.296846252,1.275742119,1.210406172,1.299311131,1.204744368,1.185101514,1.288656368,1.399917001,1.265877452,1.219512796,1.367740308,1.3631314,1.417690518,1.448789697,1.383144314,1.445944313,1.431292909,1.255378439,1.284525241,1.202150115,1.303450786,1.278414931,1.220833429,1.312212295,1.541711777,1.340843386,1.339298597,1.331860901,1.336090763,1.3982301,1.421951277,1.282703969,1.345303494,1.358161577,1.316505514,1.361246163,1.430024347,1.426558324,1.412358812,1.381478653,1.404809449,1.546772194,1.571435795,1.322001749,1.404270651
16-fluoro-7Z-hexadecenoic acid,1.018313728,1.508607497,0.02762,0.1456,1.100911854,1.286787524,1.777953553,1.91436141,1.923326799,2.192555149,1.340966244,1.745686993,1.447070728,1.758437635,1.647086255,1.49710028,1.497090741,1.769909588,1.242771492,1.437899363,1.77229138,1.381570884,1.591668826,1.458655378,2.038426105,2.000518017,1.28862957,1.193834831,2.037305456,1.507865677,2.02048586,2.100644393,1.948038963,1.898177096,1.223041111,1.743692893,1.696952972,2.043964494,2.024098183,1.526185136,1.798991496,1.315129227,1.815145774,2.112641358,2.0463447,2.218505249,1.779607629,1.898850699,1.707577077,1.552247776,2.026485355,1.824139291,2.005097845,1.404576997,2.029520407,1.991337649,1.94934213,1.814430382,2.09101812,1.639805841,1.987859358,1.614827267,1.135125581
